id,daftShortcode,title,price,size_meters_squared,propertySize,bedrooms,bathrooms,propertyType,publishDate,ber_rating,ber_code,ber_epi,latitude,longitude,category,location,url_link
3823700,18850708,"""Willow Cottage"", Rathbeale Road, Swords, Co. Dublin",849000.0,N/A,,4,1,Detached,2022-06-22,C1,102303633,173.4 kWh/m2/yr,53.4702173,-6.2450904,Buy,SWORDS_DUBLIN,http://www.daft.ie/for-sale/detached-house--willow-cottage-rathbeale-road-swords-co-dublin/3823700
3822388,18838711,"19A Glen Ellan Walk, Swords, Co. Dublin",500000.0,125,125 m²,4,3,Detached,2022-08-10,C2,112454368,199.02 kWh/m2/yr,53.466967,-6.236852,Buy,SWORDS_DUBLIN,http://www.daft.ie/for-sale/detached-house-19a-glen-ellan-walk-swords-co-dublin/3822388
3805270,18691795,"27 Drynam Crescent, Drynam Hall, Kinsealy, Co. Dublin",420000.0,139,139 m²,4,3,Terrace,2022-08-08,B2,114796501,,53.442904,-6.20007,Buy,SWORDS_DUBLIN,http://www.daft.ie/for-sale/terraced-house-27-drynam-crescent-drynam-hall-kinsealy-co-dublin/3805270
3772933,18406734,"14 Brookdale Park, Swords, Co. Dublin",319950.0,61,61 m²,3,2,Semi-D,2022-06-21,D2,,,53.452834,-6.248369,Buy,SWORDS_DUBLIN,http://www.daft.ie/for-sale/semi-detached-house-14-brookdale-park-swords-co-dublin/3772933
3738193,18125788,"23 Chapel Lane, Swords, Co. Dublin",350000.0,N/A,,3,1,Terrace,2022-08-10,D1,109837229,231.3 kWh/m2/yr,53.4556893,-6.2121514,Buy,SWORDS_DUBLIN,http://www.daft.ie/for-sale/terraced-house-23-chapel-lane-swords-co-dublin/3738193
3726505,18010551,"18 The Close, Melrose Park, Kinsealy, Co. Dublin",375000.0,86,86 m²,3,2,Semi-D,2022-08-10,C2,107652612,181.03 kWh/m2/yr,53.446758,-6.203403,Buy,SWORDS_DUBLIN,http://www.daft.ie/for-sale/semi-detached-house-18-the-close-melrose-park-kinsealy-co-dublin/3726505
3691030,17716125,"1 Forest Avenue, Swords, Co. Dublin",385000.0,81,81 m²,3,2,Detached,2022-08-05,E1,114620388,,53.450886,-6.240677,Buy,SWORDS_DUBLIN,http://www.daft.ie/for-sale/detached-house-1-forest-avenue-swords-co-dublin/3691030
3660740,17427188,"14 The Paddocks, Carlton Court, Swords, Co. Dublin",274950.0,N/A,,2,1,Townhouse,2022-06-21,C3,,,53.453469,-6.222574,Buy,SWORDS_DUBLIN,http://www.daft.ie/for-sale/townhouse-14-the-paddocks-carlton-court-swords-co-dublin/3660740
3575521,16505673,"98 Cherry Avenue, Swords, Co. Dublin",320000.0,N/A,,3,1,Terrace,2022-08-10,,,,53.448926,-6.2369551,Buy,SWORDS_DUBLIN,http://www.daft.ie/for-sale/terraced-house-98-cherry-avenue-swords-co-dublin/3575521
3931756,19243276,"51 The Oaks, Ridgewood, Swords, Co. Dublin",320000.0,70,70 m²,2,2,Terrace,2022-07-25,C2,114852486,,53.446038,-6.24527,Buy,SWORDS_DUBLIN,http://www.daft.ie/for-sale/terraced-house-51-the-oaks-ridgewood-swords-co-dublin/3931756
3931486,19239649,"28 Hawthorn Park, Forest Road, Swords, Co. Dublin",630000.0,158,158 m²,4,4,Detached,2022-08-08,C3,,,53.451771,-6.232241,Buy,SWORDS_DUBLIN,http://www.daft.ie/for-sale/detached-house-28-hawthorn-park-forest-road-swords-co-dublin/3931486
3930034,19230567,"12 Seatown Terrace, Swords, Co. Dublin",335000.0,N/A,,3,1,Terrace,2022-08-10,,,,53.4641073,-6.2115356,Buy,SWORDS_DUBLIN,http://www.daft.ie/for-sale/terraced-house-12-seatown-terrace-swords-co-dublin/3930034
3929769,19226634,"17 Applewood Close, Swords, Co. Dublin",149950.0,N/A,,1,1,Terrace,2022-06-21,C3,,,53.470616,-6.230448,Buy,SWORDS_DUBLIN,http://www.daft.ie/for-sale/terraced-house-17-applewood-close-swords-co-dublin/3929769
3927237,19200349,"9 Forest Road, Swords, Co. Dublin",350000.0,N/A,,2,1,Semi-D,2022-08-10,F,106784846,444.09 kWh/m2/yr,53.45465,-6.223945,Buy,SWORDS_DUBLIN,http://www.daft.ie/for-sale/semi-detached-house-9-forest-road-swords-co-dublin/3927237
3927204,19200329,"43 Brackenstown Village, Swords, Co. Dublin",365000.0,90,90 m²,3,1,Semi-D,2022-08-10,D2,114862410,291.28 kWh/m2/yr,53.458657,-6.238938,Buy,SWORDS_DUBLIN,http://www.daft.ie/for-sale/semi-detached-house-43-brackenstown-village-swords-co-dublin/3927204
3922059,19154556,"22 St. Andrews Park, Swords, Co. Dublin",499000.0,115,115 m²,4,4,Semi-D,2022-08-10,C2,115164964,197.51 kWh/m2/yr,53.4668691,-6.2357504,Buy,SWORDS_DUBLIN,http://www.daft.ie/for-sale/semi-detached-house-22-st-andrews-park-swords-co-dublin/3922059
3922065,19154558,"141 Cianlea, Rathbeale Road, Swords, Co. Dublin",350000.0,83,83 m²,3,1,End of Terrace,2022-08-10,C1,101932358,169.14 kWh/m2/yr,53.4650169,-6.2413384,Buy,SWORDS_DUBLIN,http://www.daft.ie/for-sale/end-of-terrace-house-141-cianlea-rathbeale-road-swords-co-dublin/3922065
3922061,19154555,"10 Castleview Heath, Swords, Co. Dublin",305000.0,74,74 m²,2,1,Terrace,2022-08-10,C2,115008054,197.23 kWh/m2/yr,53.4733358,-6.2394703,Buy,SWORDS_DUBLIN,http://www.daft.ie/for-sale/terraced-house-10-castleview-heath-swords-co-dublin/3922061
3919953,19136943,"78 Mount Drinan Avenue, Kinsealy, Co. Dublin",360000.0,84,84 m²,2,2,Semi-D,2022-08-10,C3,109774810,205.28 kWh/m2/yr,53.443373,-6.197166,Buy,SWORDS_DUBLIN,http://www.daft.ie/for-sale/semi-detached-house-78-mount-drinan-avenue-kinsealy-co-dublin/3919953
3919111,19127638,"42 Forest Walk, Rivervalley, Swords, Co. Dublin",400000.0,87,87 m²,3,1,Semi-D,2022-08-10,D1,113738751,250.42 kWh/m2/yr,53.450244,-6.238886,Buy,SWORDS_DUBLIN,http://www.daft.ie/for-sale/semi-detached-house-42-forest-walk-rivervalley-swords-co-dublin/3919111
3916520,19103773,"23 Boltan Green, Knocksedan, Swords, Co. Dublin",745000.0,162,162 m²,4,3,Detached,2022-08-10,C3,115161481,201.06 kWh/m2/yr,53.456289,-6.2627066,Buy,SWORDS_DUBLIN,http://www.daft.ie/for-sale/detached-house-23-boltan-green-knocksedan-swords-co-dublin/3916520
3823700,18850708,"""Willow Cottage"", Rathbeale Road, Swords, Co. Dublin",849000.0,N/A,,4,1,Detached,2022-06-22,C1,102303633,173.4 kWh/m2/yr,53.4702173,-6.2450904,Buy,SWORDS_DUBLIN,http://www.daft.ie/for-sale/detached-house--willow-cottage-rathbeale-road-swords-co-dublin/3823700
3822388,18838711,"19A Glen Ellan Walk, Swords, Co. Dublin",500000.0,125,125 m²,4,3,Detached,2022-08-10,C2,112454368,199.02 kWh/m2/yr,53.466967,-6.236852,Buy,SWORDS_DUBLIN,http://www.daft.ie/for-sale/detached-house-19a-glen-ellan-walk-swords-co-dublin/3822388
3805270,18691795,"27 Drynam Crescent, Drynam Hall, Kinsealy, Co. Dublin",420000.0,139,139 m²,4,3,Terrace,2022-08-08,B2,114796501,,53.442904,-6.20007,Buy,SWORDS_DUBLIN,http://www.daft.ie/for-sale/terraced-house-27-drynam-crescent-drynam-hall-kinsealy-co-dublin/3805270
3772933,18406734,"14 Brookdale Park, Swords, Co. Dublin",319950.0,61,61 m²,3,2,Semi-D,2022-06-21,D2,,,53.452834,-6.248369,Buy,SWORDS_DUBLIN,http://www.daft.ie/for-sale/semi-detached-house-14-brookdale-park-swords-co-dublin/3772933
3738193,18125788,"23 Chapel Lane, Swords, Co. Dublin",350000.0,N/A,,3,1,Terrace,2022-08-10,D1,109837229,231.3 kWh/m2/yr,53.4556893,-6.2121514,Buy,SWORDS_DUBLIN,http://www.daft.ie/for-sale/terraced-house-23-chapel-lane-swords-co-dublin/3738193
3726505,18010551,"18 The Close, Melrose Park, Kinsealy, Co. Dublin",375000.0,86,86 m²,3,2,Semi-D,2022-08-10,C2,107652612,181.03 kWh/m2/yr,53.446758,-6.203403,Buy,SWORDS_DUBLIN,http://www.daft.ie/for-sale/semi-detached-house-18-the-close-melrose-park-kinsealy-co-dublin/3726505
3691030,17716125,"1 Forest Avenue, Swords, Co. Dublin",385000.0,81,81 m²,3,2,Detached,2022-08-05,E1,114620388,,53.450886,-6.240677,Buy,SWORDS_DUBLIN,http://www.daft.ie/for-sale/detached-house-1-forest-avenue-swords-co-dublin/3691030
3660740,17427188,"14 The Paddocks, Carlton Court, Swords, Co. Dublin",274950.0,N/A,,2,1,Townhouse,2022-06-21,C3,,,53.453469,-6.222574,Buy,SWORDS_DUBLIN,http://www.daft.ie/for-sale/townhouse-14-the-paddocks-carlton-court-swords-co-dublin/3660740
3575521,16505673,"98 Cherry Avenue, Swords, Co. Dublin",320000.0,N/A,,3,1,Terrace,2022-08-10,,,,53.448926,-6.2369551,Buy,SWORDS_DUBLIN,http://www.daft.ie/for-sale/terraced-house-98-cherry-avenue-swords-co-dublin/3575521
